mQp,mUb,Uo,my1,my,h1,mUp,mQ0,y1,vol1,y2,vol2
0.000501938483264692,1,1,-5.62081627343819e-07,0.0299994379183727,0.5,0.000501938483264692,2.76504590920296e-05,-5.62081627343819e-07,0,0.0299994379183727,0
0.000503369950683917,1,1,0.003263860066909,0.0298215895971356,0.5,0.000503369950683917,2.75677158141075e-05,0.003263860066909,0,0.0298215895971356,0
0.000502267569047015,1,1,0.00652574836638921,0.0296417447208549,0.5,0.000502267569047015,2.74849725361854e-05,0.00652574836638921,0,0.0296417447208549,0
0.000502539397636171,1,1,0.00978901087609548,0.0294638113488127,0.5,0.000502539397636171,2.74022292582633e-05,0.00978901087609548,0,0.0294638113488127,0
0.00050316249558426,1,1,0.0130526246551607,0.029286766540142,0.5,0.00050316249558426,2.73194859803412e-05,0.0130526246551607,0,0.029286766540142,0
0.00050156970911309,1,1,0.0163140225498066,0.0291080431410644,0.5,0.00050156970911309,2.72367427024192e-05,0.0163140225498066,0,0.0291080431410644,0
0.000501607488162125,1,1,0.0195770510099728,0.0289314876015196,0.5,0.000501607488162125,2.71539994244971e-05,0.0195770510099728,0,0.0289314876015196,0
0.000502559965278706,1,1,0.0228409941682065,0.0287563840540547,0.5,0.000502559965278706,2.7071256146575e-05,0.0228409941682065,0,0.0287563840540547,0
0.00050284286366019,1,1,0.0261042677477051,0.0285811482218673,0.5,0.00050284286366019,2.69885128686529e-05,0.0261042677477051,0,0.0285811482218673,0
0.000501634249367073,1,1,0.0293660498145291,0.0284049581710177,0.5,0.000501634249367073,2.69057695907309e-05,0.0293660498145291,0,0.0284049581710177,0
0.000472042084267288,1,1,0.0326297417831201,0.0282312153159477,0.5,0.000472042084267288,2.68230263128088e-05,0.0326297417831201,0,0.0282312153159477,0
0.000472580657743093,1,1,0.0356965603067152,0.028057847040892,0.5,0.000472580657743093,2.67402830348867e-05,0.0356965603067152,0,0.028057847040892,0
0.000472385065604086,1,1,0.0387626446646955,0.027884281894234,0.5,0.000472385065604086,2.66575397569646e-05,0.0387626446646955,0,0.027884281894234,0
0.000473067985307828,1,1,0.0418296075345185,0.0277121325534312,0.5,0.000473067985307828,2.65747964790425e-05,0.0418296075345185,0,0.0277121325534312,0
0.00047289944609939,1,1,0.0448957189454294,0.0275396690477287,0.5,0.00047289944609939,2.64920532011205e-05,0.0448957189454294,0,0.0275396690477287,0
0.000472260969873545,1,1,0.0479613604193228,0.0273672728990213,0.5,0.000472260969873545,2.64093099231984e-05,0.0479613604193228,0,0.0273672728990213,0
