mQp,mUb,Uo,my1,my,h1,mUp,mQ0,y1,vol1,y2,vol2,dy
0.000501938483264692,1,1,-5.62081627343819e-07,0.0299994379183727,0.5,0.000501938483264692,2.76504590920296e-05,-5.62081627343819e-07,0,0.0299994379183727,0,0.0344224669261733
0.000503369950683917,1,1,0.00343732470406318,0.0296483879368785,0.5,0.000503369950683917,2.74875412339688e-05,0.00343732470406318,0,0.0296483879368785,0,0.0343054492053442
0.000502267569047015,1,1,0.0068605928345416,0.0293079303411771,0.5,0.000502267569047015,2.73297727643189e-05,0.0068605928345416,0,0.0293079303411771,0,0.0341804916022486
0.000502539397636171,1,1,0.0102722610816127,0.0289828275033913,0.5,0.000502539397636171,2.71776439170712e-05,0.0102722610816127,0,0.0289828275033913,0,0.0340455590143038
0.00050316249558426,1,1,0.013670166250932,0.0286731582019352,0.5,0.00050316249558426,2.70317692526569e-05,0.013670166250932,0,0.0286731582019352,0,0.0338975646309334
0.00050156970911309,1,1,0.0170502032304298,0.0283778501340561,0.5,0.00050156970911309,2.6892958849107e-05,0.0170502032304298,0,0.0283778501340561,0,0.0337314028842382
0.000501607488162125,1,1,0.020413976190252,0.0281029426624151,0.5,0.000501607488162125,2.67623667731775e-05,0.020413976190252,0,0.0281029426624151,0,0.0335374077546771
0.000502559965278706,1,1,0.0237570164252299,0.0278514138617691,0.5,0.000502559965278706,2.66418807090073e-05,0.0237570164252299,0,0.0278514138617691,0,0.0332921356659032
0.00050284286366019,1,1,0.0270687617589864,0.0276305802032847,0.5,0.00050284286366019,2.65359127943219e-05,0.0270687617589864,0,0.0276305802032847,0,0.0328752144645796
0.000501634249367073,1,1,0.0303016966105153,0.027486149585977,0.5,0.000501634249367073,2.64670486674253e-05,0.0303016966105153,0,0.027486149585977,0,0.0320807523775339
0.000471170881452401,1,1,0.033496610255645,0.0273839330326343,0.5,0.000471170881452401,2.64174527772089e-05,0.033496610255645,0,0.0273839330326343,0,0.0297970782717244
0.000471709454928206,1,1,0.036467454010696,0.0273033791709132,0.5,0.000471709454928206,2.63783088205817e-05,0.036467454010696,0,0.0273033791709132,0,0.02961549309614
0.000471513862789199,1,1,0.0394210378257153,0.0272388442026997,0.5,0.000471513862789199,2.63472103222374e-05,0.0394210378257153,0,0.0272388442026997,0,0.0294639392687559
0.000472196782492941,1,1,0.0423613596611655,0.0271895072895351,0.5,0.000472196782492941,2.63230078039148e-05,0.0423613596611655,0,0.0271895072895351,0,0.0293314562127364
0.000472028243284502,1,1,0.0452882910054407,0.0271519948874855,0.5,0.000472028243284502,2.63049241422487e-05,0.0452882910054407,0,0.0271519948874855,0,0.0292124698016238
0.000471389767058657,1,1,0.0482033854501341,0.0271254786625401,0.5,0.000471389767058657,2.62923856187516e-05,0.0482033854501341,0,0.0271254786625401,0,0.029103685125445
0.000470519839285,1,1,0.0511077876585666,0.0271092564241864,0.5,0.000470519839285,2.62849441500416e-05,0.0511077876585666,0,0.0271092564241864,0,0.029002962442503
0.000471643747428083,1,1,0.0540044507903479,0.0271047937095526,0.5,0.000471643747428083,2.62822357169749e-05,0.0540044507903479,0,0.0271047937095526,0,0.0289088189957669
0.000471167908217187,1,1,0.0568903826247273,0.0271078658547958,0.5,0.000471167908217187,2.62839558365302e-05,0.0568903826247273,0,0.0271078658547958,0,0.0288201771229755
0.000471738290692374,1,1,0.0597687368652585,0.0271205832039396,0.5,0.000471738290692374,2.62898440278194e-05,0.0597687368652585,0,0.0271205832039396,0,0.0287362244106192
0.00044520121636534,1,1,0.0626387512982781,0.0271412849704113,0.5,0.00044520121636534,2.62996734338948e-05,0.0626387512982781,0,0.0271412849704113,0,0.0269059839871559
0.000444904970783732,1,1,0.0653254428115964,0.0271687701747526,0.5,0.000444904970783732,2.63131303919732e-05,0.0653254428115964,0,0.0271687701747526,0,0.0268342669473817
0.000443905480691689,1,1,0.0680044027560908,0.0272024821261644,0.5,0.000443905480691689,2.63299344789923e-05,0.0680044027560908,0,0.0272024821261644,0,0.0267653659114675
0.000443475503731776,1,1,0.0706771708887682,0.0272434053289073,0.5,0.000443475503731776,2.63499398963544e-05,0.0706771708887682,0,0.0272434053289073,0,0.0266989972048125
0.000444852738473531,1,1,0.0733452258554165,0.0272925161861188,0.5,0.000444852738473531,2.63730131109375e-05,0.0733452258554165,0,0.0272925161861188,0,0.0266349216838628
0.000444037043156621,1,1,0.0760047863789852,0.027345576175479,0.5,0.000444037043156621,2.6399031015945e-05,0.0760047863789852,0,0.027345576175479,0,0.0265729355244617
0.000444645851840136,1,1,0.0786596698467356,0.0274059840315838,0.5,0.000444645851840136,2.64278794664746e-05,0.0786596698467356,0,0.0274059840315838,0,0.0265128633243726
0.000444893395676264,1,1,0.0813082740993581,0.0274717523451527,0.5,0.000444893395676264,2.64594520974733e-05,0.0813082740993581,0,0.0274717523451527,0,0.0264545528467444
0.000445362649475429,1,1,0.0839513514822054,0.027543277357644,0.5,0.000445362649475429,2.64936493580335e-05,0.0839513514822054,0,0.027543277357644,0,0.0263978709511892
0.000444111252045812,1,1,0.0865871165093309,0.0276184430963187,0.5,0.000444111252045812,2.65303777138638e-05,0.0865871165093309,0,0.0276184430963187,0,0.0263427004001165
0.000419348861053081,1,1,0.0892184504684164,0.0276998230250304,0.5,0.000419348861053081,2.65695489822041e-05,0.0892184504684164,0,0.0276998230250304,0,0.0246963534620448
0.000420819883854308,1,1,0.091687087570263,0.0277877947765344,0.5,0.000420819883854308,2.66110014486317e-05,0.091687087570263,0,0.0277877947765344,0,0.0246471567339569
0.000420300104083431,1,1,0.0941488696583586,0.0278783638148997,0.5,0.000420300104083431,2.6654582912074e-05,0.0941488696583586,0,0.0278783638148997,0,0.024599058228699
0.000420361494951848,1,1,0.0966064753305207,0.0279739818859297,0.5,0.000420361494951848,2.67002255698965e-05,0.0966064753305207,0,0.0279739818859297,0,0.0245519950172705
0.000420157820431387,1,1,0.0990591589764833,0.0280736889553038,0.5,0.000420157820431387,2.67478646579086e-05,0.0990591589764833,0,0.0280736889553038,0,0.0245059099231737
0.000419000155047777,1,1,0.101506326836442,0.0281766881706928,0.5,0.000419000155047777,2.67974382083743e-05,0.101506326836442,0,0.0281766881706928,0,0.0244607508124813
0.000420118052718083,1,1,0.103951298643275,0.0282861065397568,0.5,0.000420118052718083,2.68488868376466e-05,0.103951298643275,0,0.0282861065397568,0,0.0244164699927352
0.000420624197539031,1,1,0.106391272691208,0.0283989591468997,0.5,0.000420624197539031,2.6902153558848e-05,0.106391272691208,0,0.0283989591468997,0,0.0243730237009545
0.000419400203215408,1,1,0.108825212005709,0.0285140345672176,0.5,0.000419400203215408,2.69571836158472e-05,0.108825212005709,0,0.0285140345672176,0,0.0243303716651183
0.000419727606093182,1,1,0.111256475666274,0.0286345255157793,0.5,0.000419727606093182,2.70139243354375e-05,0.111256475666274,0,0.0286345255157793,0,0.0242884767266339
0.000397853884702271,1,1,0.113683919008734,0.0287591284475915,0.5,0.000397853884702271,2.70723249951481e-05,0.113683919008734,0,0.0287591284475915,0,0.0227840650244225
0.000397276358676528,1,1,0.115959846931234,0.0288860631142343,0.5,0.000397276358676528,2.71322763493265e-05,0.115959846931234,0,0.0288860631142343,0,0.0227461440745128
0.000396796444013876,1,1,0.118232110003424,0.0290164638411486,0.5,0.000396796444013876,2.71936739671714e-05,0.118232110003424,0,0.0290164638411486,0,0.0227088117925839
0.000396870708827126,1,1,0.120501222486834,0.0291507202457969,0.5,0.000396870708827126,2.72564767756232e-05,0.120501222486834,0,0.0291507202457969,0,0.0226720449675824
0.000397039425105131,1,1,0.122766780100432,0.0292883081583207,0.5,0.000397039425105131,2.73206450282949e-05,0.122766780100432,0,0.0292883081583207,0,0.022635821859351
0.00039665390954735,1,1,0.125028187502073,0.0294285168133603,0.5,0.00039665390954735,2.73861402410406e-05,0.125028187502073,0,0.0294285168133603,0,0.0226001220715517
0.000397293929912543,1,1,0.127287075823451,0.0295728661197923,0.5,0.000397293929912543,2.74529251326743e-05,0.127287075823451,0,0.0295728661197923,0,0.0225649264383633
0.000398116207719625,1,1,0.129542651290698,0.0297204550379053,0.5,0.000398116207719625,2.75209635702685e-05,0.129542651290698,0,0.0297204550379053,0,0.0225302169231742
0.000398139311349806,1,1,0.131793980225786,0.0298702463569153,0.5,0.000398139311349806,2.75902205185337e-05,0.131793980225786,0,0.0298702463569153,0,0.02249597652775
0.000396442023801614,1,1,0.134040187513959,0.0300212649560631,0.5,0.000396442023801614,2.76606619928477e-05,0.134040187513959,0,0.0300212649560631,0,0.0224621892105856
0.000377346264667846,1,1,0.136286423554308,0.0301785645646455,0.5,0.000377346264667846,2.77322550155573e-05,0.136286423554308,0,0.0301785645646455,0,0.0210792335364875
