mQp,Uo,my1,h1,mUp,mQ0,y1,vol1,dy,A1,Cvb,ysqrt
0.000501938483264692,1,-5.62081627343819e-07,0.5,0.000501938483264692,0,-5.62081627343819e-07,0,0.0326299068111711,0.0154,0.00015938,0.00074972103301416
0.000503369950683917,1,0.00322457457669816,0.5,0.000503369950683917,9.06398917924117e-06,0.00322457457669816,0,0.0320413360852464,0.0154,0.00015938,0.0567853376911519
0.000502267569047015,1,0.00641481946491399,0.5,0.000502267569047015,1.27862097723583e-05,0.00641481946491399,0,0.0317996334493297,0.0154,0.00015938,0.0800925681003799
0.000502539397636171,1,0.00958550594811892,0.5,0.000502539397636171,1.56296178654003e-05,0.00958550594811892,0,0.0316149965601711,0.0154,0.00015938,0.0979055971235502
0.00050316249558426,1,0.0127396839459676,0.5,0.00050316249558426,1.80181319573408e-05,0.0127396839459676,0,0.0314598982425126,0.0154,0.00015938,0.112870208407567
0.00050156970911309,1,0.0158771400628807,0.5,0.00050156970911309,2.01159518677553e-05,0.0158771400628807,0,0.0313236761704078,0.0154,0.00015938,0.126004523977835
0.000501607488162125,1,0.0190033088318418,0.5,0.000501607488162125,2.20072885141295e-05,0.0190033088318418,0,0.0312008621024614,0.0154,0.00015938,0.13785248939298
0.000502559965278706,1,0.0221186402041526,0.5,0.000502559965278706,2.37421665952348e-05,0.0221186402041526,0,0.0310882076816104,0.0154,0.00015938,0.148723368050056
0.00050284286366019,1,0.0252224531596232,0.5,0.00050284286366019,2.53531796753836e-05,0.0252224531596232,0,0.0309835964426397,0.0154,0.00015938,0.158815783723228
0.000501515961264458,1,0.0283145341608839,0.5,0.000501515961264458,2.68629671164794e-05,0.0283145341608839,0,0.030885558297114,0.0154,0.00015938,0.168269231176956
0.000473210665757811,1,0.0313991724916484,0.5,0.000473210665757811,2.82880123503894e-05,0.0313991724916484,0,0.0289062222146696,0.0154,0.00015938,0.177198116501413
0.000472577518931339,1,0.0342850006515426,0.5,0.000472577518931339,2.95596499629255e-05,0.0342850006515426,0,0.0288236483437257,0.0154,0.00015938,0.185162092911974
0.000473278806405217,1,0.0371640910452374,0.5,0.000473278806405217,3.07754520627095e-05,0.0371640910452374,0,0.028744700155428,0.0154,0.00015938,0.192779903115541
0.000473817379881022,1,0.0400352872198706,0.5,0.000473817379881022,3.19419310082426e-05,0.0400352872198706,0,0.0286689547693545,0.0154,0.00015938,0.200088198602193
0.000473621787742015,1,0.04289832012404,0.5,0.000473621787742015,3.30644239809567e-05,0.04289832012404,0,0.0285960656152821,0.0154,0.00015938,0.207119096473599
0.000474304707445757,1,0.0457550732198321,0.5,0.000474304707445757,3.41473700387414e-05,0.0457550732198321,0,0.0285257444426987,0.0154,0.00015938,0.213904355308236
0.000474136168237319,1,0.0486040608591058,0.5,0.000474136168237319,3.51945084521827e-05,0.0486040608591058,0,0.0284577484418259,0.0154,0.00015938,0.220463286873588
0.000473497692011474,1,0.0514458864729843,0.5,0.000473497692011474,3.62090240467428e-05,0.0514458864729843,0,0.0283918708058155,0.0154,0.00015938,0.22681685667733
0.000472627764237817,1,0.0542809912736746,0.5,0.000472627764237817,3.71936558934434e-05,0.0542809912736746,0,0.0283279336729129,0.0154,0.00015938,0.232982813258134
0.000473751672380899,1,0.0571117867069366,0.5,0.000473751672380899,3.81507800487573e-05,0.0571117867069366,0,0.0282657827537366,0.0154,0.00015938,0.238980724551033
0.00044694048048683,1,0.0599348509202208,0.5,0.00044694048048683,3.90824735372427e-05,0.0599348509202208,0,0.0264951953399926,0.0154,0.00015938,0.244815953157103
0.000447510862962017,1,0.0625821583926677,0.5,0.000447510862962017,3.99360945285955e-05,0.0625821583926677,0,0.0264397654054891,0.0154,0.00015938,0.250164262820787
0.000447929123434107,1,0.0652238350156793,0.5,0.000447929123434107,4.07701352661681e-05,0.0652238350156793,0,0.0263856069160364,0.0154,0.00015938,0.255389574994124
0.000447632877852499,1,0.0678594415318826,0.5,0.000447632877852499,4.15858115940783e-05,0.0678594415318826,0,0.0263326409207175,0.0154,0.00015938,0.260498448233157
0.000446633387760456,1,0.0704891048362164,0.5,0.000446633387760456,4.23842185495434e-05,0.0704891048362164,0,0.0262807963132198,0.0154,0.00015938,0.265497843373946
0.000446203410800543,1,0.0731142065567984,0.5,0.000446203410800543,4.31663465274731e-05,0.0731142065567984,0,0.0262300087821854,0.0154,0.00015938,0.270396387839776
0.000447580645542299,1,0.0757360871341698,0.5,0.000447580645542299,4.3933094766171e-05,0.0757360871341698,0,0.0261802199355167,0.0154,0.00015938,0.275201902490099
0.000446764950225388,1,0.0783508435941307,0.5,0.000446764950225388,4.468528267757e-05,0.0783508435941307,0,0.0261313765646466,0.0154,0.00015938,0.279912206940195
0.000447373758908903,1,0.0809621854502822,0.5,0.000447373758908903,4.54236594286882e-05,0.0809621854502822,0,0.0260834300223662,0.0154,0.00015938,0.284538548267686
0.000447621302745031,1,0.0835684143542689,0.5,0.000447621302745031,4.61489120933073e-05,0.0835684143542689,0,0.0260363356934948,0.0154,0.00015938,0.289082020115864
0.00042392436005998,1,0.0861701964223254,0.5,0.00042392436005998,4.68616726263023e-05,0.0861701964223254,0,0.0244208190040655,0.0154,0.00015938,0.293547605035922
0.000422672962630363,1,0.0886088822707489,0.5,0.000422672962630363,4.75205007367738e-05,0.0886088822707489,0,0.024378037957931,0.0154,0.00015938,0.297672441234907
0.000422436363060113,1,0.0910443379473817,0.5,0.000422436363060113,4.81691959291414e-05,0.0910443379473817,0,0.0243359148934916,0.0154,0.00015938,0.301735543062765
0.00042390738586134,1,0.0934773206924515,0.5,0.00042390738586134,4.88081790433079e-05,0.0934773206924515,0,0.0242944224834808,0.0154,0.00015938,0.305740610146005
0.000423387606090463,1,0.095904193857481,0.5,0.000423387606090463,4.94378425887839e-05,0.095904193857481,0,0.024253535240268,0.0154,0.00015938,0.309684022606077
0.00042344899695888,1,0.0983275887282468,0.5,0.00042344899695888,5.00585533447171e-05,0.0983275887282468,0,0.0242132293470256,0.0154,0.00015938,0.313572302233866
0.000423245322438419,1,0.100746716076844,0.5,0.000423245322438419,5.06706546609488e-05,0.100746716076844,0,0.0241734825083093,0.0154,0.00015938,0.31740623194393
0.000422087657054809,1,0.103160941826854,0.5,0.000422087657054809,5.12744685010724e-05,0.103160941826854,0,0.0241342738173922,0.0154,0.00015938,0.321186770939985
0.000423205554725114,1,0.105573548355037,0.5,0.000423205554725114,5.18702972619906e-05,0.105573548355037,0,0.0240955836381118,0.0154,0.00015938,0.324920833981198
0.000423711699546063,1,0.107981699263797,0.5,0.000423711699546063,5.24584253991488e-05,0.107981699263797,0,0.0240573934993353,0.0154,0.00015938,0.328605689640025
0.000400221654726,1,0.110384325292303,0.5,0.000400221654726,5.30391208822209e-05,0.110384325292303,0,0.0225738385656007,0.0154,0.00015938,0.332241366016189
0.000400549057603774,1,0.112640282606417,0.5,0.000400549057603774,5.3578287705472e-05,0.112640282606417,0,0.0225388277329221,0.0154,0.00015938,0.335619252437068
0.000401209224348224,1,0.114893091809554,0.5,0.000401209224348224,5.41112629042375e-05,0.114893091809554,0,0.0225042189537815,0.0154,0.00015938,0.338958834977868
0.000400631698322481,1,0.117141222026818,0.5,0.000400631698322481,5.46382369007294e-05,0.117141222026818,0,0.0224699998631002,0.0154,0.00015938,0.342258998459965
0.00040015178365983,1,0.119386046938974,0.5,0.00040015178365983,5.51593905610119e-05,0.119386046938974,0,0.0224361587163286,0.0154,0.00015938,0.345522860226316
0.000400226048473079,1,0.121628060345541,0.5,0.000400226048473079,5.56748958531341e-05,0.121628060345541,0,0.0224026843467103,0.0154,0.00015938,0.348752147442193
